source_id,source_name,author,title,description,url,url_to_image,published_at,content,top_article,engagement_reaction_count,engagement_comment_count,engagement_share_count,engagement_comment_plugin_count
cbs-news,CBS News,CBS News,"Orlando Bloom on how his new show ""Carnival Row"" comments on the refugee crisis","Actor Orlando Bloom got his big break playing the elf Legolas in the box office hit “The Lord of the Rings” trilogy. Now, Bloom is returning to fantasy in Amazon’s new series “Carnival Row” with actress Cara Delevingne. Bloom stars as a detective investigatin…",https://www.cbsnews.com/video/orlando-bloom-on-how-his-new-show-carnival-row-comments-on-the-refugee-crisis/,https://cbsnews1.cbsistatic.com/hub/i/r/2019/09/05/2acbf86e-a59f-4055-bf3a-715365f3819f/thumbnail/1200x630/7bfe1b353cbf89ca4998a0b77b771363/0905-ctm-orlandobloomqa-1927261-640x360.jpg,2019-09-05T12:58:36Z,,0.0,19.0,4.0,2.0,0.0
bbc-news,BBC News,,Basketball World Cup: United States record worst ever finish,"Defending champions the United States finish seventh in the Basketball World Cup in China, their worst finish in the tournament's history.",https://www.bbc.co.uk/sport/basketball/49701050,https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/807A/production/_108809823_gettyimages-1167989959.jpg,2019-09-14T10:58:06Z,"Utah Jazz shooting guard Donovan Mitchell managed a double-double of 16 points and 10 assists
Defending champions the United States finished seventh in the Basketball World Cup in China, their worst finish in the tournament's history.
Gregg Popovich's team … [+851 chars]",0.0,137.0,23.0,9.0,0.0
cbs-news,CBS News,Shani Benezra,Five Things to Know About Climate Change,"""Face the Nation"" moderator Margaret Brennan with five things you need to know about climate change and its impact on the world already.",https://www.cbsnews.com/news/five-things-to-know-about-climate-change/,https://cbsnews3.cbsistatic.com/hub/i/r/2019/09/15/1ca7b1cc-b5a9-4d0b-aa2c-7bb606a0df8c/thumbnail/1200x630/b4bb0a8deb379b28ff77f48cfd50f818/ftnfivethingseyeonearth.jpg,2019-09-15T13:46:50Z,"CBS News, along with more than 250 news outlets worldwide, is participating in the Covering Climate Now project, a joint initiative founded by the Columbia Journalism Review and The Nation magazine. CBS News will be devoting the upcoming week to covering clim… [+2893 chars]",0.0,2.0,0.0,9.0,0.0
the-new-york-times,The New York Times,Patricia Mazzei and Frances Robles,Former FEMA Official Accused of Taking Bribes in Hurricane Maria Recovery,Federal authorities arrested a former top FEMA official and the ex-president of a company that secured $1.8 billion in contracts to repair Puerto Rico’s power grid.,https://www.nytimes.com/2019/09/10/us/puerto-rico-fema-arrests-corruption.html,https://static01.nyt.com/images/2019/09/10/us/10pr-corruption/10pr-corruption-facebookJumbo.jpg,2019-09-10T16:50:14Z,Cobra was one of the first companies to go to Puerto Rico to help restore electricity after Hurricane Maria toppled the power grid in September 2017. It took nearly a year and several billion dollars to get it back to where it had been before Maria and the st… [+1279 chars],0.0,265.0,75.0,213.0,0.0
the-new-york-times,The New York Times,Eliza Shapiro,Lock-Ins and Walkouts: The Students Changing City Schools From the Inside,"Teenagers are helping to lead integration efforts, protesting against discrimination and demanding more inclusive curriculums.",https://www.nytimes.com/2019/09/05/nyregion/student-activists-nyc-schools.html,https://static01.nyt.com/images/2019/08/26/nyregion/studentactivismPROMO/studentactivismPROMO-facebookJumbo.jpg,2019-09-05T07:00:09Z,"As a child, Alliyah knew she did not want to go to high school anywhere near where she lived. 
Her older brother attended a school nearby, and she heard about having to pass through metal detectors to get into the building, and being eyed by the police that … [+611 chars]",0.0,223.0,29.0,156.0,0.0
cbs-news,CBS News,CBS News,Four remain missing after giant cargo ship capsizes off Georgia coast,"A cargo ship capsized and caught fire off the coast of Georgia on Sunday in St. Simons Sound. Twenty people have been rescued so far, but several remain missing. Meg Oliver reports on the rescue efforts.",https://www.cbsnews.com/video/four-remain-missing-after-giant-cargo-ship-capsizes-off-georgia-coast/,https://cbsnews2.cbsistatic.com/hub/i/r/2019/09/09/adccaeba-c685-42ba-bfca-043023ee4745/thumbnail/1200x630/8df7172075e12960cab339d3c9d81630/0909-ctm-coastguardrescue-oliver-1929532-640x360.jpg,2019-09-09T11:15:30Z,,0.0,0.0,0.0,1.0,0.0
cnn,CNN,,Trump: Ukraine and China should investigate Bidens  - CNN Video,"President Donald Trump told reporters at the White House that he wants both Ukraine and China to investigate Joe Biden and his son, Hunter Biden. He said he hasn't yet asked Chinese President Xi Jinping to look into the Bidens, but he will start ""thinking abo…",http://us.cnn.com/videos/politics/2019/10/03/china-should-investigate-biden-trump-sot-nr-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191003103647-03-trump-1003-super-tease.jpg,2019-10-03T15:38:18.3187349Z,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,1.0,0.0,0.0,0.0,0.0
bbc-news,BBC News,https://www.facebook.com/bbcnews,MP Jess Phillips' Birmingham office disturbance: Man charged,Police were called to a disturbance outside MP Jess Phillips' constituency office on Thursday.,https://www.bbc.co.uk/news/uk-england-birmingham-49857578,https://ichef.bbci.co.uk/news/1024/branded_news/0481/production/_100335110_p060hn7x.jpg,2019-09-27T15:14:06Z,"Image copyrightHouse of CommonsImage caption
 Police were called to a disturbance outside Jess Phillips' constituency office on Thursday
A 36-year-old man has been charged with a public order offence after a disturbance outside an MP's office.
Police were … [+567 chars]",0.0,22.0,64.0,42.0,0.0
reuters,Reuters,Thomson Reuters,"1,200 polling places closed in recent years: rights group","States across the American South have closed nearly 1,200 polling places since the Supreme Court weakened the Voting Rights Act of 1965 - a landmark voting-discrimination law, according to a report released by a civil-rights group on Tuesday. Jillian Kitchene…",https://www.reuters.com/video/2019/09/10/1200-polling-places-closed-in-recent-yea?videoId=598653074,https://s4.reutersmedia.net/resources/r/?d=20190910&i=OVAW2YYFZ&w=1200&r=OVAW2YYFZ&t=2,2019-09-10T17:22:00Z,"Reuters, the news and media division of Thomson Reuters, is the worlds largest international multimedia news provider reaching more than one billion people every day. Reuters provides trusted business, financial, national, and international news to profession… [+169 chars]",0.0,0.0,0.0,0.0,0.0
cbs-news,CBS News,CBS/AP,Rachel Maddow sued for $10 million by One America News,"Maddow had called the conservative network ""paid Russian propaganda,"" which the network claims is ""malicious libel""",https://www.cbsnews.com/news/rachel-maddow-sued-by-one-america-news-for-10-million-in-defamation-case/,https://cbsnews2.cbsistatic.com/hub/i/r/2018/06/20/211c29ab-c1a8-4696-8eb5-40a2df1640eb/thumbnail/1200x630/10af7568c5854a699a3a5fe18ae3b1da/ap-17289861504952.jpg,2019-09-10T12:59:43Z,"One America News sued Rachel Maddow for more than $10 million on Monday for defamation after she called the conservative television network ""paid Russian propaganda."" 
The TV network, whose attorney said the company is ""as American as apple pie"" and has noth… [+2580 chars]",0.0,1559.0,1198.0,249.0,0.0
abc-news,ABC News,The Associated Press,Czech President Zeman tells Serbia that he dislikes Kosovo,"The Czech President Milos Zeman has said upon arriving in Belgrade that he dislikes Kosovo, a former Serbian province whose declaration of independence Serbia does not recognize",https://abcnews.go.com/International/wireStory/czech-president-zeman-tells-serbia-dislikes-kosovo-65510774,,2019-09-10T15:24:56Z,"Czech President Milos Zeman dislikes Kosovo, a former Serbian province whose declaration of independence Serbia does not recognize.
As he landed in the Serbian capital of Belgrade on Tuesday, greeted by Serbian President Aleksandar Vucic, Zeman said in Engli… [+575 chars]",0.0,0.0,0.0,4.0,0.0
the-irish-times,The Irish Times,,High Court appoints interim examiner to Limerick FC,Judge hears club has reasonable prospect of survival if certain steps are taken,https://www.irishtimes.com/news/crime-and-law/courts/high-court/high-court-appoints-interim-examiner-to-limerick-fc-1.4010255,https://www.irishtimes.com/polopoly_fs/1.4010254.1567788243!/image/image.jpg,2019-09-06T16:43:33Z,"The High Court has appointed an interim examiner to League of Ireland side Limerick FC.
The appointment was made after the court heard that an independent expert had stated that Munster Football Club Limited, which trades as Limerick FC, has a reasonable pro… [+63 chars]",0.0,0.0,0.0,0.0,0.0
the-new-york-times,The New York Times,Erica L. Green,"With New Investigation at Duke and U.N.C., Feds Hunt Anti-Israel Bias in Higher Education","The Education Department is investigating a Middle East studies program run by Duke University and the University of North Carolina, citing, among other issues, how Judaism is discussed in the curriculum.",https://www.nytimes.com/2019/09/19/us/politics/anti-israel-bias-higher-education.html,https://static01.nyt.com/images/2019/09/19/us/politics/19dc-higher/19dc-higher-facebookJumbo.jpg,2019-09-19T17:14:58Z,"Too few of the consortiums programs focused on the historic discrimination faced by, and current circumstances of, religious minorities in the Middle East, including Christians, Jews, Bahais, Yadizis, Kurds, Druze, and others, the department said.
The depart… [+2093 chars]",1.0,223.0,103.0,134.0,0.0
the-irish-times,The Irish Times,Ciara O'Brien,Get smart: How to limit your child’s screentime,"How much time do you spend on your smartphone? How about your child? If you don’t know the answer to either of those questions, perhaps you should. While there are benefits of owning a smartphone, the pitfalls have also been documented. A study by the Economi…",https://www.irishtimes.com/life-and-style/health-family/get-smart-how-to-limit-your-child-s-screentime-1.3998606,https://www.irishtimes.com/image-creator/?id=1.3998604&origw=1440,2019-09-03T16:01:00Z,"How much time do you spend on your smartphone? How about your child? If you dont know the answer to either of those questions, perhaps you should.
While there are benefits of owning a smartphone, the pitfalls have also been documented. A study by the Economi… [+5146 chars]",0.0,0.0,0.0,0.0,0.0
al-jazeera-english,Al Jazeera English,Al Jazeera,Brexit: All the latest updates,"UK legislators ready for crucial vote on PM Johnson's plan to exit the EU by Halloween, with or without a divorce deal.",https://www.aljazeera.com/news/2019/09/brexit-latest-updates-190903131130125.html,https://www.aljazeera.com/mritems/Images/2019/9/3/7d75bdd04428412088833883a0841ac9_18.jpg,2019-09-03T14:55:44Z,"British Prime Minister Boris Johnson faces a parliamentary showdown over his bid to guide the United Kingdom out of the European Union by an October 31 deadline, with or without a divorce deal.
On their first day back after summer holidays, rebel and opposit… [+4500 chars]",0.0,0.0,0.0,24.0,0.0
bbc-news,BBC News,BBC News,Zimbabwe ex-President Robert Mugabe dies aged 95,"Robert Mugabe, Zimbabwe's first post-independence leader, dies at the age of 95",http://www.bbc.co.uk/news/world-africa-49604152,https://ichef.bbci.co.uk/news/1024/branded_news/7A23/production/_97176213_breaking_news_bigger.png,2019-09-06T05:04:07Z,"Robert Mugabe, Zimbabwe's first post-independence leader, dies at the age of 95
This breaking news story is being updated and more details will be published shortly. Please refresh the page for the fullest version.
You can receive Breaking News on a smartph… [+104 chars]",1.0,125106.0,48490.0,32921.0,0.0
the-irish-times,The Irish Times,Ciarán Hancock,Mike Rutter set to leave Aer Lingus as chief operating officer,"Executive joined carrier in 2014, serving in senior operational capacity for four years",https://www.irishtimes.com/business/transport-and-tourism/mike-rutter-set-to-leave-aer-lingus-as-chief-operating-officer-1.4010407,https://www.irishtimes.com/image-creator/?id=1.4010406&origw=1440,2019-09-07T04:23:14Z,"Aer Linguss chief operating officer Mike Rutter is believed to be leaving the Irish airline. 
Mr Rutter joined Aer Lingus in early 2014 as chief commercial officer, having previously held roles with UK airline Flybe, security group G4S and American Express. … [+1096 chars]",0.0,19.0,3.0,4.0,0.0
reuters,Reuters,Reuters Editorial,Nuclear watchdog chief to meet top Iranian officials in Tehran on Sunday,"The acting chief of the U.N. nuclear watchdog policing Iran's nuclear deal with major powers, Cornel Feruta, will meet senior Iranian officials in Tehran on Sunday, a spokesman for the International Atomic Energy Agency said on Friday.",https://www.reuters.com/article/us-iran-nuclear-iaea-idUSKCN1VR208,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-09-06T15:33:02Z,"VIENNA (Reuters) - The acting chief of the U.N. nuclear watchdog policing Iran’s nuclear deal with major powers, Cornel Feruta, will meet senior Iranian officials in Tehran on Sunday, a spokesman for the International Atomic Energy Agency said on Friday. 
“T… [+498 chars]",0.0,0.0,0.0,9.0,0.0
bbc-news,BBC News,,Steve Smith reaches 200 against England at Old Trafford,Watch the moment Australia's Steve Smith brings up a brilliant 200 in the fourth Ashes Test at Old Trafford.,https://www.bbc.co.uk/sport/av/cricket/49598380,https://m.files.bbci.co.uk/modules/bbc-morph-sport-page/3.3.2/images/bbc-sport-logo.png,2019-09-05T16:46:37Z,,0.0,0.0,0.0,16.0,0.0
the-new-york-times,The New York Times,Katharine Q. Seelye,A State Wrestles With Its Imagery: A Sword Looming Over a Native American,An effort to change the official seal of Massachusetts is gaining steam. Supporters say the imagery is threatening and denigrating to Native Americans.,https://www.nytimes.com/2019/09/07/us/massachusetts-flag-native-americans.html,https://static01.nyt.com/images/2019/09/07/us/07massflag-icon/00massflag-icon-facebookJumbo.jpg,2019-09-07T14:29:54Z,"William F. Galvin, secretary of the commonwealth, who is also chair of the Massachusetts Historical Commission, said the first task in any discussion about changing the seal should be to establish the intent of its symbolism.
The 400th anniversary is a good … [+1636 chars]",0.0,102.0,51.0,25.0,0.0
